調査年 コード,調査年,地域 コード,地域,/項目,A1101_総人口【人】,注釈
2015100000,2015年度,10212,群馬県 みどり市,,50906,
2015100000,2015年度,10344,群馬県 榛東村,,14329,
2015100000,2015年度,10345,群馬県 吉岡町,,21080,
2015100000,2015年度,10366,群馬県 上野村,,1230,
2015100000,2015年度,10367,群馬県 神流町,,1954,
2015100000,2015年度,10382,群馬県 下仁田町,,7564,
2015100000,2015年度,10383,群馬県 南牧村,,1979,
2015100000,2015年度,10384,群馬県 甘楽町,,13200,
2015100000,2015年度,10421,群馬県 中之条町,,16850,
2015100000,2015年度,10424,群馬県 長野原町,,5536,
2015100000,2015年度,10425,群馬県 嬬恋村,,9780,
2015100000,2015年度,10426,群馬県 草津町,,6518,
2015100000,2015年度,10428,群馬県 高山村,,3674,
2015100000,2015年度,10429,群馬県 東吾妻町,,14033,
2015100000,2015年度,10443,群馬県 片品村,,4390,
2015100000,2015年度,10444,群馬県 川場村,,3647,
2015100000,2015年度,10448,群馬県 昭和村,,7347,
2015100000,2015年度,10449,群馬県 みなかみ町,,19347,
2015100000,2015年度,10464,群馬県 玉村町,,36654,
2015100000,2015年度,10521,群馬県 板倉町,,15015,
2015100000,2015年度,10522,群馬県 明和町,,11044,
2015100000,2015年度,10523,群馬県 千代田町,,11318,
2015100000,2015年度,10524,群馬県 大泉町,,41202,
2015100000,2015年度,10525,群馬県 邑楽町,,26426,
2015100000,2015年度,11100,埼玉県 さいたま市,,1263979,
2015100000,2015年度,11101,埼玉県 さいたま市 西区,,87146,
2015100000,2015年度,11102,埼玉県 さいたま市 北区,,143446,
2015100000,2015年度,11103,埼玉県 さいたま市 大宮区,,113864,
2015100000,2015年度,11104,埼玉県 さいたま市 見沼区,,161960,
2015100000,2015年度,11105,埼玉県 さいたま市 中央区,,98762,
2015100000,2015年度,11106,埼玉県 さいたま市 桜区,,97910,
2015100000,2015年度,11107,埼玉県 さいたま市 浦和区,,154416,
2015100000,2015年度,11108,埼玉県 さいたま市 南区,,180152,
2015100000,2015年度,11109,埼玉県 さいたま市 緑区,,116522,
2015100000,2015年度,11110,埼玉県 さいたま市 岩槻区,,109801,
2015100000,2015年度,11201,埼玉県 川越市,,350745,
2015100000,2015年度,11202,埼玉県 熊谷市,,198742,
2015100000,2015年度,11203,埼玉県 川口市,,578112,
2015100000,2015年度,11206,埼玉県 行田市,,82113,
2015100000,2015年度,11207,埼玉県 秩父市,,63555,
2015100000,2015年度,11208,埼玉県 所沢市,,340386,
2015100000,2015年度,11209,埼玉県 飯能市,,80715,
2015100000,2015年度,11210,埼玉県 加須市,,112229,
2015100000,2015年度,11211,埼玉県 本庄市,,77881,
2015100000,2015年度,11212,埼玉県 東松山市,,91437,
2015100000,2015年度,11214,埼玉県 春日部市,,232709,
2015100000,2015年度,11215,埼玉県 狭山市,,152405,
2015100000,2015年度,11216,埼玉県 羽生市,,54874,
2015100000,2015年度,11217,埼玉県 鴻巣市,,118072,
2015100000,2015年度,11218,埼玉県 深谷市,,143811,
2015100000,2015年度,11219,埼玉県 上尾市,,225196,
2015100000,2015年度,11221,埼玉県 草加市,,247034,
2015100000,2015年度,11222,埼玉県 越谷市,,337498,
2015100000,2015年度,11223,埼玉県 蕨市,,72260,
2015100000,2015年度,11224,埼玉県 戸田市,,136150,
2015100000,2015年度,11225,埼玉県 入間市,,148390,
2015100000,2015年度,11227,埼玉県 朝霞市,,136299,
2015100000,2015年度,11228,埼玉県 志木市,,72676,
2015100000,2015年度,11229,埼玉県 和光市,,80826,
2015100000,2015年度,11230,埼玉県 新座市,,162122,
2015100000,2015年度,11231,埼玉県 桶川市,,73936,
2015100000,2015年度,11232,埼玉県 久喜市,,152311,
2015100000,2015年度,11233,埼玉県 北本市,,67409,
2015100000,2015年度,11234,埼玉県 八潮市,,86717,
2015100000,2015年度,11235,埼玉県 富士見市,,108102,
2015100000,2015年度,11237,埼玉県 三郷市,,136521,
2015100000,2015年度,11238,埼玉県 蓮田市,,62380,
2015100000,2015年度,11239,埼玉県 坂戸市,,101679,
2015100000,2015年度,11240,埼玉県 幸手市,,52524,
2015100000,2015年度,11241,埼玉県 鶴ヶ島市,,70255,
2015100000,2015年度,11242,埼玉県 日高市,,56520,
2015100000,2015年度,11243,埼玉県 吉川市,,69738,
2015100000,2015年度,11245,埼玉県 ふじみ野市,,110970,
2015100000,2015年度,11246,埼玉県 白岡市,,51535,
2015100000,2015年度,11301,埼玉県 伊奈町,,44442,
2015100000,2015年度,11324,埼玉県 三芳町,,38456,
2015100000,2015年度,11326,埼玉県 毛呂山町,,37275,
2015100000,2015年度,11327,埼玉県 越生町,,11716,
2015100000,2015年度,11341,埼玉県 滑川町,,18212,
2015100000,2015年度,11342,埼玉県 嵐山町,,18341,
2015100000,2015年度,11343,埼玉県 小川町,,31178,
2015100000,2015年度,11346,埼玉県 川島町,,20788,
2015100000,2015年度,11347,埼玉県 吉見町,,19631,
2015100000,2015年度,11348,埼玉県 鳩山町,,14338,
2015100000,2015年度,11349,埼玉県 ときがわ町,,11492,
2015100000,2015年度,11361,埼玉県 横瀬町,,8519,
2015100000,2015年度,11362,埼玉県 皆野町,,10133,
2015100000,2015年度,11363,埼玉県 長瀞町,,7324,
2015100000,2015年度,11365,埼玉県 小鹿野町,,12117,
2015100000,2015年度,11369,埼玉県 東秩父村,,2915,
2015100000,2015年度,11381,埼玉県 美里町,,11207,
2015100000,2015年度,11383,埼玉県 神川町,,13730,
2015100000,2015年度,11385,埼玉県 上里町,,30565,
2015100000,2015年度,11408,埼玉県 寄居町,,34081,
2015100000,2015年度,11442,埼玉県 宮代町,,33705,
2015100000,2015年度,11464,埼玉県 杉戸町,,45495,
2015100000,2015年度,11465,埼玉県 松伏町,,30061,
2015100000,2015年度,12100,千葉県 千葉市,,971882,
2015100000,2015年度,12101,千葉県 千葉市 中央区,,205070,
2015100000,2015年度,12102,千葉県 千葉市 花見川区,,179200,
2015100000,2015年度,12103,千葉県 千葉市 稲毛区,,160968,
2015100000,2015年度,12104,千葉県 千葉市 若葉区,,151078,
2015100000,2015年度,12105,千葉県 千葉市 緑区,,126848,
2015100000,2015年度,12106,千葉県 千葉市 美浜区,,148718,
2015100000,2015年度,12202,千葉県 銚子市,,64415,
2015100000,2015年度,12203,千葉県 市川市,,481732,
2015100000,2015年度,12204,千葉県 船橋市,,622890,
2015100000,2015年度,12205,千葉県 館山市,,47464,
2015100000,2015年度,12206,千葉県 木更津市,,134141,
2015100000,2015年度,12207,千葉県 松戸市,,483480,
2015100000,2015年度,12208,千葉県 野田市,,153583,
2015100000,2015年度,12210,千葉県 茂原市,,89688,
2015100000,2015年度,12211,千葉県 成田市,,131190,
2015100000,2015年度,12212,千葉県 佐倉市,,172739,
2015100000,2015年度,12213,千葉県 東金市,,60652,
2015100000,2015年度,12215,千葉県 旭市,,66586,
2015100000,2015年度,12216,千葉県 習志野市,,167909,
2015100000,2015年度,12217,千葉県 柏市,,413954,
2015100000,2015年度,12218,千葉県 勝浦市,,19248,
2015100000,2015年度,12219,千葉県 市原市,,274656,
2015100000,2015年度,12220,千葉県 流山市,,174373,
2015100000,2015年度,12221,千葉県 八千代市,,193152,
2015100000,2015年度,12222,千葉県 我孫子市,,131606,
2015100000,2015年度,12223,千葉県 鴨川市,,33932,
2015100000,2015年度,12224,千葉県 鎌ケ谷市,,108917,
2015100000,2015年度,12225,千葉県 君津市,,86033,
2015100000,2015年度,12226,千葉県 富津市,,45601,
2015100000,2015年度,12227,千葉県 浦安市,,164024,
2015100000,2015年度,12228,千葉県 四街道市,,89245,
2015100000,2015年度,12229,千葉県 袖ケ浦市,,60952,
2015100000,2015年度,12230,千葉県 八街市,,70734,
2015100000,2015年度,12231,千葉県 印西市,,92670,
2015100000,2015年度,12232,千葉県 白井市,,61674,
2015100000,2015年度,12233,千葉県 富里市,,49636,
2015100000,2015年度,12234,千葉県 南房総市,,39033,
2015100000,2015年度,12235,千葉県 匝瑳市,,37261,
2015100000,2015年度,12236,千葉県 香取市,,77499,
2015100000,2015年度,12237,千葉県 山武市,,52222,
2015100000,2015年度,12238,千葉県 いすみ市,,38594,
2015100000,2015年度,12239,千葉県 大網白里市,,49184,
2015100000,2015年度,12322,千葉県 酒々井町,,20955,
2015100000,2015年度,12329,千葉県 栄町,,21228,
2015100000,2015年度,12342,千葉県 神崎町,,6133,
2015100000,2015年度,12347,千葉県 多古町,,14724,
2015100000,2015年度,12349,千葉県 東庄町,,14152,
2015100000,2015年度,12403,千葉県 九十九里町,,16510,
2015100000,2015年度,12409,千葉県 芝山町,,7431,
2015100000,2015年度,12410,千葉県 横芝光町,,23762,
2015100000,2015年度,12421,千葉県 一宮町,,11767,
2015100000,2015年度,12422,千葉県 睦沢町,,7222,
2015100000,2015年度,12423,千葉県 長生村,,14359,
2015100000,2015年度,12424,千葉県 白子町,,11149,
2015100000,2015年度,12426,千葉県 長柄町,,7337,
2015100000,2015年度,12427,千葉県 長南町,,8206,
2015100000,2015年度,12441,千葉県 大多喜町,,9843,
2015100000,2015年度,12443,千葉県 御宿町,,7315,
2015100000,2015年度,12463,千葉県 鋸南町,,8022,
2015100000,2015年度,13101,東京都 千代田区,,58406,
2015100000,2015年度,13102,東京都 中央区,,141183,
2015100000,2015年度,13103,東京都 港区,,243283,
2015100000,2015年度,13104,東京都 新宿区,,333560,
2015100000,2015年度,13105,東京都 文京区,,219724,
2015100000,2015年度,13106,東京都 台東区,,198073,
2015100000,2015年度,13107,東京都 墨田区,,256274,
2015100000,2015年度,13108,東京都 江東区,,498109,
2015100000,2015年度,13109,東京都 品川区,,386855,
2015100000,2015年度,13110,東京都 目黒区,,277622,
2015100000,2015年度,13111,東京都 大田区,,717082,
2015100000,2015年度,13112,東京都 世田谷区,,903346,
2015100000,2015年度,13113,東京都 渋谷区,,224533,
2015100000,2015年度,13114,東京都 中野区,,328215,
2015100000,2015年度,13115,東京都 杉並区,,563997,
2015100000,2015年度,13116,東京都 豊島区,,291167,
2015100000,2015年度,13117,東京都 北区,,341076,
2015100000,2015年度,13118,東京都 荒川区,,212264,
2015100000,2015年度,13119,東京都 板橋区,,561916,
2015100000,2015年度,13120,東京都 練馬区,,721722,
2015100000,2015年度,13121,東京都 足立区,,670122,
2015100000,2015年度,13122,東京都 葛飾区,,442913,
2015100000,2015年度,13123,東京都 江戸川区,,681298,
2015100000,2015年度,13201,東京都 八王子市,,577513,
2015100000,2015年度,13202,東京都 立川市,,176295,
2015100000,2015年度,13203,東京都 武蔵野市,,144730,
2015100000,2015年度,13204,東京都 三鷹市,,186936,
2015100000,2015年度,13205,東京都 青梅市,,137381,
2015100000,2015年度,13206,東京都 府中市,,260274,
2015100000,2015年度,13207,東京都 昭島市,,111539,
2015100000,2015年度,13208,東京都 調布市,,229061,
2015100000,2015年度,13209,東京都 町田市,,432348,
2015100000,2015年度,13210,東京都 小金井市,,121396,
2015100000,2015年度,13211,東京都 小平市,,190005,
2015100000,2015年度,13212,東京都 日野市,,186283,
2015100000,2015年度,13213,東京都 東村山市,,149956,
2015100000,2015年度,13214,東京都 国分寺市,,122742,
2015100000,2015年度,13215,東京都 国立市,,73655,
2015100000,2015年度,13218,東京都 福生市,,58395,
2015100000,2015年度,13219,東京都 狛江市,,80249,
2015100000,2015年度,13220,東京都 東大和市,,85157,
2015100000,2015年度,13221,東京都 清瀬市,,74864,
2015100000,2015年度,13222,東京都 東久留米市,,116632,
2015100000,2015年度,13223,東京都 武蔵村山市,,71229,
2015100000,2015年度,13224,東京都 多摩市,,146631,
2015100000,2015年度,13225,東京都 稲城市,,87636,
2015100000,2015年度,13227,東京都 羽村市,,55833,
2015100000,2015年度,13228,東京都 あきる野市,,80954,
2015100000,2015年度,13229,東京都 西東京市,,200012,
2015100000,2015年度,13303,東京都 瑞穂町,,33445,
2015100000,2015年度,13305,東京都 日の出町,,17446,
2015100000,2015年度,13307,東京都 檜原村,,2209,
2015100000,2015年度,13308,東京都 奥多摩町,,5234,
2015100000,2015年度,13361,東京都 大島町,,7884,
2015100000,2015年度,13362,東京都 利島村,,337,
2015100000,2015年度,13363,東京都 新島村,,2749,
2015100000,2015年度,13364,東京都 神津島村,,1891,
2015100000,2015年度,13381,東京都 三宅村,,2482,
2015100000,2015年度,13382,東京都 御蔵島村,,335,
2015100000,2015年度,13401,東京都 八丈町,,7613,
2015100000,2015年度,13402,東京都 青ヶ島村,,178,
2015100000,2015年度,13421,東京都 小笠原村,,3022,
2015100000,2015年度,14100,神奈川県 横浜市,,3724844,
2015100000,2015年度,14101,神奈川県 横浜市 鶴見区,,285356,
2015100000,2015年度,14102,神奈川県 横浜市 神奈川区,,238966,
2015100000,2015年度,14103,神奈川県 横浜市 西区,,98532,
2015100000,2015年度,14104,神奈川県 横浜市 中区,,148312,
2015100000,2015年度,14105,神奈川県 横浜市 南区,,194827,
2015100000,2015年度,14106,神奈川県 横浜市 保土ケ谷区,,205493,
2015100000,2015年度,14107,神奈川県 横浜市 磯子区,,166229,
2015100000,2015年度,14108,神奈川県 横浜市 金沢区,,202229,
2015100000,2015年度,14109,神奈川県 横浜市 港北区,,344172,
2015100000,2015年度,14110,神奈川県 横浜市 戸塚区,,275283,
2015100000,2015年度,14111,神奈川県 横浜市 港南区,,215736,
2015100000,2015年度,14112,神奈川県 横浜市 旭区,,247144,
2015100000,2015年度,14113,神奈川県 横浜市 緑区,,180366,
2015100000,2015年度,14114,神奈川県 横浜市 瀬谷区,,124560,
2015100000,2015年度,14115,神奈川県 横浜市 栄区,,122171,
2015100000,2015年度,14116,神奈川県 横浜市 泉区,,154025,
2015100000,2015年度,14117,神奈川県 横浜市 青葉区,,309692,
2015100000,2015年度,14118,神奈川県 横浜市 都筑区,,211751,
2015100000,2015年度,14130,神奈川県 川崎市,,1475213,
2015100000,2015年度,14131,神奈川県 川崎市 川崎区,,223378,
2015100000,2015年度,14132,神奈川県 川崎市 幸区,,160890,
2015100000,2015年度,14133,神奈川県 川崎市 中原区,,247529,
2015100000,2015年度,14134,神奈川県 川崎市 高津区,,228141,
2015100000,2015年度,14135,神奈川県 川崎市 多摩区,,214158,
2015100000,2015年度,14136,神奈川県 川崎市 宮前区,,225594,
2015100000,2015年度,14137,神奈川県 川崎市 麻生区,,175523,
2015100000,2015年度,14150,神奈川県 相模原市,,720780,
2015100000,2015年度,14151,神奈川県 相模原市 緑区,,173612,
2015100000,2015年度,14152,神奈川県 相模原市 中央区,,269888,
2015100000,2015年度,14153,神奈川県 相模原市 南区,,277280,
2015100000,2015年度,14201,神奈川県 横須賀市,,406586,
2015100000,2015年度,14203,神奈川県 平塚市,,258227,
2015100000,2015年度,14204,神奈川県 鎌倉市,,173019,
2015100000,2015年度,14205,神奈川県 藤沢市,,423894,
2015100000,2015年度,14206,神奈川県 小田原市,,194086,
2015100000,2015年度,14207,神奈川県 茅ヶ崎市,,239348,
2015100000,2015年度,14208,神奈川県 逗子市,,57425,
2015100000,2015年度,14210,神奈川県 三浦市,,45289,
2015100000,2015年度,14211,神奈川県 秦野市,,167378,
2015100000,2015年度,14212,神奈川県 厚木市,,225714,
2015100000,2015年度,14213,神奈川県 大和市,,232922,
2015100000,2015年度,14214,神奈川県 伊勢原市,,101514,
2015100000,2015年度,14215,神奈川県 海老名市,,130190,
2015100000,2015年度,14216,神奈川県 座間市,,128737,
2015100000,2015年度,14217,神奈川県 南足柄市,,43306,
2015100000,2015年度,14218,神奈川県 綾瀬市,,84460,
2015100000,2015年度,14301,神奈川県 葉山町,,32096,
2015100000,2015年度,14321,神奈川県 寒川町,,47936,
2015100000,2015年度,14341,神奈川県 大磯町,,31550,
2015100000,2015年度,14342,神奈川県 二宮町,,28378,
2015100000,2015年度,14361,神奈川県 中井町,,9679,
2015100000,2015年度,14362,神奈川県 大井町,,17033,
2015100000,2015年度,14363,神奈川県 松田町,,11171,
2015100000,2015年度,14364,神奈川県 山北町,,10724,
2015100000,2015年度,14366,神奈川県 開成町,,17013,
2015100000,2015年度,14382,神奈川県 箱根町,,11786,
2015100000,2015年度,14383,神奈川県 真鶴町,,7333,
2015100000,2015年度,14384,神奈川県 湯河原町,,25026,
2015100000,2015年度,14401,神奈川県 愛川町,,40343,
2015100000,2015年度,14402,神奈川県 清川村,,3214,
2015100000,2015年度,15100,新潟県 新潟市,,810157,
2015100000,2015年度,15101,新潟県 新潟市 北区,,76328,
2015100000,2015年度,15102,新潟県 新潟市 東区,,137577,
2015100000,2015年度,15103,新潟県 新潟市 中央区,,183767,
2015100000,2015年度,15104,新潟県 新潟市 江南区,,68906,
2015100000,2015年度,15105,新潟県 新潟市 秋葉区,,76843,
2015100000,2015年度,15106,新潟県 新潟市 南区,,45685,
2015100000,2015年度,15107,新潟県 新潟市 西区,,162833,
2015100000,2015年度,15108,新潟県 新潟市 西蒲区,,58218,
2015100000,2015年度,15202,新潟県 長岡市,,275133,
2015100000,2015年度,15204,新潟県 三条市,,99192,
2015100000,2015年度,15205,新潟県 柏崎市,,86833,
2015100000,2015年度,15206,新潟県 新発田市,,98611,
2015100000,2015年度,15208,新潟県 小千谷市,,36498,
2015100000,2015年度,15209,新潟県 加茂市,,27852,
2015100000,2015年度,15210,新潟県 十日町市,,54917,
2015100000,2015年度,15211,新潟県 見附市,,40608,
2015100000,2015年度,15212,新潟県 村上市,,62442,
2015100000,2015年度,15213,新潟県 燕市,,79784,
2015100000,2015年度,15216,新潟県 糸魚川市,,44162,
2015100000,2015年度,15217,新潟県 妙高市,,33199,
2015100000,2015年度,15218,新潟県 五泉市,,51404,
2015100000,2015年度,15222,新潟県 上越市,,196987,
2015100000,2015年度,15223,新潟県 阿賀野市,,43415,
2015100000,2015年度,15224,新潟県 佐渡市,,57255,
2015100000,2015年度,15225,新潟県 魚沼市,,37352,
2015100000,2015年度,15226,新潟県 南魚沼市,,58568,
2015100000,2015年度,15227,新潟県 胎内市,,30198,
2015100000,2015年度,15307,新潟県 聖籠町,,14040,
2015100000,2015年度,15342,新潟県 弥彦村,,8209,
2015100000,2015年度,15361,新潟県 田上町,,12188,
2015100000,2015年度,15385,新潟県 阿賀町,,11680,
2015100000,2015年度,15405,新潟県 出雲崎町,,4528,
2015100000,2015年度,15461,新潟県 湯沢町,,8046,
2015100000,2015年度,15482,新潟県 津南町,,10029,
2015100000,2015年度,15504,新潟県 刈羽村,,4775,
2015100000,2015年度,15581,新潟県 関川村,,5832,
2015100000,2015年度,15586,新潟県 粟島浦村,,370,
2015100000,2015年度,16201,富山県 富山市,,418686,
2015100000,2015年度,16202,富山県 高岡市,,172125,
2015100000,2015年度,16204,富山県 魚津市,,42935,
2015100000,2015年度,16205,富山県 氷見市,,47992,
2015100000,2015年度,16206,富山県 滑川市,,32755,
2015100000,2015年度,16207,富山県 黒部市,,40991,
2015100000,2015年度,16208,富山県 砺波市,,49000,
2015100000,2015年度,16209,富山県 小矢部市,,30399,
2015100000,2015年度,16210,富山県 南砺市,,51327,
2015100000,2015年度,16211,富山県 射水市,,92308,
2015100000,2015年度,16321,富山県 舟橋村,,2982,
2015100000,2015年度,16322,富山県 上市町,,20930,
2015100000,2015年度,16323,富山県 立山町,,26317,
2015100000,2015年度,16342,富山県 入善町,,25335,
2015100000,2015年度,16343,富山県 朝日町,,12246,
2015100000,2015年度,17201,石川県 金沢市,,465699,
2015100000,2015年度,17202,石川県 七尾市,,55325,
2015100000,2015年度,17203,石川県 小松市,,106919,
2015100000,2015年度,17204,石川県 輪島市,,27216,
2015100000,2015年度,17205,石川県 珠洲市,,14625,
2015100000,2015年度,17206,石川県 加賀市,,67186,
2015100000,2015年度,17207,石川県 羽咋市,,21729,
2015100000,2015年度,17209,石川県 かほく市,,34219,
2015100000,2015年度,17210,石川県 白山市,,109287,
2015100000,2015年度,17211,石川県 能美市,,48881,
2015100000,2015年度,17212,石川県 野々市市,,55099,
2015100000,2015年度,17324,石川県 川北町,,6347,
2015100000,2015年度,17361,石川県 津幡町,,36968,
2015100000,2015年度,17365,石川県 内灘町,,26987,
2015100000,2015年度,17384,石川県 志賀町,,20422,
2015100000,2015年度,17386,石川県 宝達志水町,,13174,
2015100000,2015年度,17407,石川県 中能登町,,17571,
2015100000,2015年度,17461,石川県 穴水町,,8786,
2015100000,2015年度,17463,石川県 能登町,,17568,
2015100000,2015年度,18201,福井県 福井市,,265904,
2015100000,2015年度,18202,福井県 敦賀市,,66165,
2015100000,2015年度,18204,福井県 小浜市,,29670,
2015100000,2015年度,18205,福井県 大野市,,33109,
2015100000,2015年度,18206,福井県 勝山市,,24125,
2015100000,2015年度,18207,福井県 鯖江市,,68284,
2015100000,2015年度,18208,福井県 あわら市,,28729,
2015100000,2015年度,18209,福井県 越前市,,81524,
2015100000,2015年度,18210,福井県 坂井市,,90280,
2015100000,2015年度,18322,福井県 永平寺町,,19883,
2015100000,2015年度,18382,福井県 池田町,,2638,
2015100000,2015年度,18404,福井県 南越前町,,10799,
2015100000,2015年度,18423,福井県 越前町,,21538,
2015100000,2015年度,18442,福井県 美浜町,,9914,
2015100000,2015年度,18481,福井県 高浜町,,10596,
2015100000,2015年度,18483,福井県 おおい町,,8325,
2015100000,2015年度,18501,福井県 若狭町,,15257,
2015100000,2015年度,19201,山梨県 甲府市,,193125,
2015100000,2015年度,19202,山梨県 富士吉田市,,49003,
2015100000,2015年度,19204,山梨県 都留市,,32002,
2015100000,2015年度,19205,山梨県 山梨市,,35141,
2015100000,2015年度,19206,山梨県 大月市,,25419,
2015100000,2015年度,19207,山梨県 韮崎市,,30680,
2015100000,2015年度,19208,山梨県 南アルプス市,,70828,
2015100000,2015年度,19209,山梨県 北杜市,,45111,
2015100000,2015年度,19210,山梨県 甲斐市,,74386,
2015100000,2015年度,19211,山梨県 笛吹市,,69559,
2015100000,2015年度,19212,山梨県 上野原市,,24805,
2015100000,2015年度,19213,山梨県 甲州市,,31671,
2015100000,2015年度,19214,山梨県 中央市,,31124,
2015100000,2015年度,19346,山梨県 市川三郷町,,15673,
2015100000,2015年度,19364,山梨県 早川町,,1068,
2015100000,2015年度,19365,山梨県 身延町,,12669,
2015100000,2015年度,19366,山梨県 南部町,,8067,
2015100000,2015年度,19368,山梨県 富士川町,,15294,
2015100000,2015年度,19384,山梨県 昭和町,,19505,
2015100000,2015年度,19422,山梨県 道志村,,1743,
2015100000,2015年度,19423,山梨県 西桂町,,4342,
2015100000,2015年度,19424,山梨県 忍野村,,8968,
2015100000,2015年度,19425,山梨県 山中湖村,,5208,
2015100000,2015年度,19429,山梨県 鳴沢村,,2921,
2015100000,2015年度,19430,山梨県 富士河口湖町,,25329,
2015100000,2015年度,19442,山梨県 小菅村,,726,
2015100000,2015年度,19443,山梨県 丹波山村,,563,
2015100000,2015年度,20201,長野県 長野市,,377598,
2015100000,2015年度,20202,長野県 松本市,,243293,
2015100000,2015年度,20203,長野県 上田市,,156827,
2015100000,2015年度,20204,長野県 岡谷市,,50128,
2015100000,2015年度,20205,長野県 飯田市,,101581,
2015100000,2015年度,20206,長野県 諏訪市,,50140,
2015100000,2015年度,20207,長野県 須坂市,,50725,
2015100000,2015年度,20208,長野県 小諸市,,42512,
2015100000,2015年度,20209,長野県 伊那市,,68271,
2015100000,2015年度,20210,長野県 駒ヶ根市,,32759,
2015100000,2015年度,20211,長野県 中野市,,43909,
2015100000,2015年度,20212,長野県 大町市,,28041,
2015100000,2015年度,20213,長野県 飯山市,,21438,
2015100000,2015年度,20214,長野県 茅野市,,55912,
2015100000,2015年度,20215,長野県 塩尻市,,67135,
2015100000,2015年度,20217,長野県 佐久市,,99368,
2015100000,2015年度,20218,長野県 千曲市,,60298,
2015100000,2015年度,20219,長野県 東御市,,30107,
2015100000,2015年度,20220,長野県 安曇野市,,95282,
2015100000,2015年度,20303,長野県 小海町,,4713,
2015100000,2015年度,20304,長野県 川上村,,4607,
2015100000,2015年度,20305,長野県 南牧村,,3408,
2015100000,2015年度,20306,長野県 南相木村,,1005,
2015100000,2015年度,20307,長野県 北相木村,,774,
2015100000,2015年度,20309,長野県 佐久穂町,,11186,
2015100000,2015年度,20321,長野県 軽井沢町,,18994,
2015100000,2015年度,20323,長野県 御代田町,,15184,
2015100000,2015年度,20324,長野県 立科町,,7265,
2015100000,2015年度,20349,長野県 青木村,,4343,
2015100000,2015年度,20350,長野県 長和町,,6166,
2015100000,2015年度,20361,長野県 下諏訪町,,20236,
2015100000,2015年度,20362,長野県 富士見町,,14493,
2015100000,2015年度,20363,長野県 原村,,7566,
2015100000,2015年度,20382,長野県 辰野町,,19770,
2015100000,2015年度,20383,長野県 箕輪町,,25241,
2015100000,2015年度,20384,長野県 飯島町,,9530,
2015100000,2015年度,20385,長野県 南箕輪村,,15063,
2015100000,2015年度,20386,長野県 中川村,,4850,
2015100000,2015年度,20388,長野県 宮田村,,8821,
2015100000,2015年度,20402,長野県 松川町,,13167,
2015100000,2015年度,20403,長野県 高森町,,13080,
2015100000,2015年度,20404,長野県 阿南町,,4962,
2015100000,2015年度,20407,長野県 阿智村,,6538,
2015100000,2015年度,20409,長野県 平谷村,,484,
2015100000,2015年度,20410,長野県 根羽村,,970,
2015100000,2015年度,20411,長野県 下條村,,3851,
2015100000,2015年度,20412,長野県 売木村,,575,
2015100000,2015年度,20413,長野県 天龍村,,1365,
2015100000,2015年度,20414,長野県 泰阜村,,1702,
2015100000,2015年度,20415,長野県 喬木村,,6310,
2015100000,2015年度,20416,長野県 豊丘村,,6592,
2015100000,2015年度,20417,長野県 大鹿村,,1023,
2015100000,2015年度,20422,長野県 上松町,,4670,
2015100000,2015年度,20423,長野県 南木曽町,,4313,
2015100000,2015年度,20425,長野県 木祖村,,2926,
2015100000,2015年度,20429,長野県 王滝村,,839,
2015100000,2015年度,20430,長野県 大桑村,,3825,
2015100000,2015年度,20432,長野県 木曽町,,11826,
2015100000,2015年度,20446,長野県 麻績村,,2788,
2015100000,2015年度,20448,長野県 生坂村,,1843,
2015100000,2015年度,20450,長野県 山形村,,8395,
2015100000,2015年度,20451,長野県 朝日村,,4462,
2015100000,2015年度,20452,長野県 筑北村,,4730,
2015100000,2015年度,20481,長野県 池田町,,9926,
2015100000,2015年度,20482,長野県 松川村,,9948,
2015100000,2015年度,20485,長野県 白馬村,,8929,
2015100000,2015年度,20486,長野県 小谷村,,2904,
2015100000,2015年度,20521,長野県 坂城町,,14871,
2015100000,2015年度,20541,長野県 小布施町,,10702,
2015100000,2015年度,20543,長野県 高山村,,7033,
2015100000,2015年度,20561,長野県 山ノ内町,,12429,
2015100000,2015年度,20562,長野県 木島平村,,4658,
2015100000,2015年度,20563,長野県 野沢温泉村,,3479,
2015100000,2015年度,20583,長野県 信濃町,,8469,
2015100000,2015年度,20588,長野県 小川村,,2665,
2015100000,2015年度,20590,長野県 飯綱町,,11063,
2015100000,2015年度,20602,長野県 栄村,,1953,
2015100000,2015年度,21201,岐阜県 岐阜市,,406735,
2015100000,2015年度,21202,岐阜県 大垣市,,159879,
2015100000,2015年度,21203,岐阜県 高山市,,89182,
2015100000,2015年度,21204,岐阜県 多治見市,,110441,
2015100000,2015年度,21205,岐阜県 関市,,89153,
2015100000,2015年度,21206,岐阜県 中津川市,,78883,
2015100000,2015年度,21207,岐阜県 美濃市,,20760,
2015100000,2015年度,21208,岐阜県 瑞浪市,,38730,
2015100000,2015年度,21209,岐阜県 羽島市,,67337,
2015100000,2015年度,21210,岐阜県 恵那市,,51073,
2015100000,2015年度,21211,岐阜県 美濃加茂市,,55384,
2015100000,2015年度,21212,岐阜県 土岐市,,57827,
2015100000,2015年度,21213,岐阜県 各務原市,,144690,
2015100000,2015年度,21214,岐阜県 可児市,,98695,
2015100000,2015年度,21215,岐阜県 山県市,,27114,
2015100000,2015年度,21216,岐阜県 瑞穂市,,54354,
2015100000,2015年度,21217,岐阜県 飛騨市,,24696,
